system   D            wsystem.c:583  maybe_parent_dir                 [   0.00066] Also searching C:\Users\Konrad\Documents\KCK\Github\KCK__sroda_10_gr3\KCK\
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.78083] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.78085] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.78670] added dtor for object 04879E68, func 56B32595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.78773] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.78778] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.79071] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.79075] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.79077] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.79080] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.79082] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.79084] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.79087] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.79089] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.79091] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.79093] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.79096] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.79098] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.79100] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.79653] added dtor for object 04879C58, func 56B32595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.79755] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.79761] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.79977] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.79980] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.79983] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.79985] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.79987] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.79989] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.79991] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.79992] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.79994] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.79996] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.79998] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.80003] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.80006] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.80240] added dtor for object 04875EA0, func 56B32595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.80295] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.80297] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.80504] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.80507] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.80508] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.80509] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.80511] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.80512] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.80513] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.80514] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.80516] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.80517] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.80518] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.80520] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.80521] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.80777] added dtor for object 047F4A30, func 56B32595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.80854] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.80857] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.81070] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.81073] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.81074] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.81076] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.81077] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.81078] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.81079] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.81081] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.81082] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.81083] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.81084] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.81086] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.81087] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.81311] added dtor for object 047FBB10, func 56B32595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.81356] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.81358] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.81481] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.81483] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.81484] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.81486] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.81487] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.81488] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.81489] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.81491] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.81492] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.81493] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.81495] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.81496] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.81497] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.81654] added dtor for object 047FF818, func 56B32595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.81712] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.81714] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.81841] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.81843] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.81844] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.81846] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.81847] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.81849] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.81850] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.81851] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.81853] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.81854] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.81859] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.81862] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.81864] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.81988] added dtor for object 047F4538, func 56B32595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.82031] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.82033] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.82164] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.82167] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.82175] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.82178] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.82179] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.82180] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.82182] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.82183] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.82184] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.82185] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.82187] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.82188] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.82189] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.82392] added dtor for object 047D9688, func 56B32595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.82461] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.82466] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.82626] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.82629] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.82631] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.82632] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.82633] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.82634] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.82636] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.82637] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.82638] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.82639] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.82641] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.82642] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.82644] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.82828] added dtor for object 0480A528, func 56B32595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.82880] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.82883] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.83014] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.83016] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.83018] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.83019] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.83021] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.83023] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.83025] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.83027] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.83028] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.83030] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.83031] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.83033] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.83034] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.83137] added dtor for object 047FF560, func 56B32595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.83170] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.83172] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.83281] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.83283] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.83284] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.83285] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.83287] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.83288] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.83289] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.83290] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.83291] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.83293] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.83294] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.83296] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.83297] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.83398] added dtor for object 0480E750, func 56B32595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.83436] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.83439] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.83561] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.83564] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.83565] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.83567] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.83573] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.83575] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.83577] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.83579] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.83581] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.83583] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.83585] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.83587] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.83588] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.83674] added dtor for object 048153C8, func 56B32595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.83708] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.83710] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.83818] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.83820] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.83822] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.83823] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.83824] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.83825] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.83826] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.83828] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.83829] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.83830] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.83831] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.83833] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.83834] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.83937] added dtor for object 04818FF0, func 56B32595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.83967] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.83971] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.84091] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.84095] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.84096] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.84097] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.84098] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.84100] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.84101] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.84102] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.84103] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.84105] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.84113] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.84115] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.84117] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.84231] added dtor for object 0481C8F8, func 56B32595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.84275] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.84278] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.84402] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.84405] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.84407] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.84409] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.84411] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.84413] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.84415] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.84417] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.84419] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.84424] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.84426] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.84429] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.84431] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.84560] added dtor for object 04820788, func 56B32595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.84589] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.84591] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.84683] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.84685] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.84686] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.84688] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.84689] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.84690] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.84691] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.84692] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.84694] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.84695] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.84696] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.84698] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.84699] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.84750] added dtor for object 04823E98, func 56B32595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.84776] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.84779] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.84868] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.84871] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.84872] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.84874] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.84875] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.84876] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.84877] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.84879] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.84880] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.84881] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.84882] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.84884] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.84885] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.84956] added dtor for object 04827F08, func 56B32595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.84980] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.84982] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.85083] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.85086] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.85087] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.85088] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.85090] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.85091] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.85092] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.85093] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.85095] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.85096] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.85097] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.85099] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.85100] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.85151] added dtor for object 0482B9C0, func 56B32595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.85185] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.85187] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.85338] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.85340] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.85342] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.85343] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.85344] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.85345] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.85347] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.85348] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.85349] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.85351] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.85353] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.85354] Found a format
